id,name,height,weight,types,abilities,base_stats,front_default_sprite,back_default_sprite,official_artwork
630,mandibuzz,12,395,[dark flying],[big-pecks overcoat weak-armor],"{""attack"":65,""defense"":105,""hp"":110,""special-attack"":55,""special-defense"":95,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png
631,heatmor,14,580,[fire],[gluttony flash-fire white-smoke],"{""attack"":97,""defense"":66,""hp"":85,""special-attack"":105,""special-defense"":66,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png
632,durant,3,330,[bug steel],[swarm hustle truant],"{""attack"":109,""defense"":112,""hp"":58,""special-attack"":48,""special-defense"":48,""speed"":109}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
633,deino,8,173,[dark dragon],[hustle],"{""attack"":65,""defense"":50,""hp"":52,""special-attack"":45,""special-defense"":50,""speed"":38}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png
634,zweilous,14,500,[dark dragon],[hustle],"{""attack"":85,""defense"":70,""hp"":72,""special-attack"":65,""special-defense"":70,""speed"":58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png
635,hydreigon,18,1600,[dark dragon],[levitate],"{""attack"":105,""defense"":90,""hp"":92,""special-attack"":125,""special-defense"":90,""speed"":98}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png
636,larvesta,11,288,[bug fire],[flame-body swarm],"{""attack"":85,""defense"":55,""hp"":55,""special-attack"":50,""special-defense"":55,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png
637,volcarona,16,460,[bug fire],[flame-body swarm],"{""attack"":60,""defense"":65,""hp"":85,""special-attack"":135,""special-defense"":105,""speed"":100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png
638,cobalion,21,2500,[steel fighting],[justified],"{""attack"":90,""defense"":129,""hp"":91,""special-attack"":90,""special-defense"":72,""speed"":108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png
639,terrakion,19,2600,[rock fighting],[justified],"{""attack"":129,""defense"":90,""hp"":91,""special-attack"":72,""special-defense"":90,""speed"":108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png
640,virizion,20,2000,[grass fighting],[justified],"{""attack"":90,""defense"":72,""hp"":91,""special-attack"":90,""special-defense"":129,""speed"":108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png
641,tornadus-incarnate,15,630,[flying],[prankster defiant],"{""attack"":115,""defense"":70,""hp"":79,""special-attack"":125,""special-defense"":80,""speed"":111}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png
642,thundurus-incarnate,15,610,[electric flying],[prankster defiant],"{""attack"":115,""defense"":70,""hp"":79,""special-attack"":125,""special-defense"":80,""speed"":111}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png
643,reshiram,32,3300,[dragon fire],[turboblaze],"{""attack"":120,""defense"":100,""hp"":100,""special-attack"":150,""special-defense"":120,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png
644,zekrom,29,3450,[dragon electric],[teravolt],"{""attack"":150,""defense"":120,""hp"":100,""special-attack"":120,""special-defense"":100,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png
645,landorus-incarnate,15,680,[ground flying],[sand-force sheer-force],"{""attack"":125,""defense"":90,""hp"":89,""special-attack"":115,""special-defense"":80,""speed"":101}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png
646,kyurem,30,3250,[dragon ice],[pressure],"{""attack"":130,""defense"":90,""hp"":125,""special-attack"":130,""special-defense"":90,""speed"":95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png
647,keldeo-ordinary,14,485,[water fighting],[justified],"{""attack"":72,""defense"":90,""hp"":91,""special-attack"":129,""special-defense"":90,""speed"":108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png
648,meloetta-aria,6,65,[normal psychic],[serene-grace],"{""attack"":77,""defense"":77,""hp"":100,""special-attack"":128,""special-defense"":128,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png
649,genesect,15,825,[bug steel],[download],"{""attack"":120,""defense"":95,""hp"":71,""special-attack"":120,""special-defense"":95,""speed"":99}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png
650,chespin,4,90,[grass],[overgrow bulletproof],"{""attack"":61,""defense"":65,""hp"":56,""special-attack"":48,""special-defense"":45,""speed"":38}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png
651,quilladin,7,290,[grass],[overgrow bulletproof],"{""attack"":78,""defense"":95,""hp"":61,""special-attack"":56,""special-defense"":58,""speed"":57}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png
652,chesnaught,16,900,[grass fighting],[overgrow bulletproof],"{""attack"":107,""defense"":122,""hp"":88,""special-attack"":74,""special-defense"":75,""speed"":64}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png
653,fennekin,4,94,[fire],[blaze magician],"{""attack"":45,""defense"":40,""hp"":40,""special-attack"":62,""special-defense"":60,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png
654,braixen,10,145,[fire],[blaze magician],"{""attack"":59,""defense"":58,""hp"":59,""special-attack"":90,""special-defense"":70,""speed"":73}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png
655,delphox,15,390,[fire psychic],[blaze magician],"{""attack"":69,""defense"":72,""hp"":75,""special-attack"":114,""special-defense"":100,""speed"":104}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png
656,froakie,3,70,[water],[torrent protean],"{""attack"":56,""defense"":40,""hp"":41,""special-attack"":62,""special-defense"":44,""speed"":71}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png
657,frogadier,6,109,[water],[torrent protean],"{""attack"":63,""defense"":52,""hp"":54,""special-attack"":83,""special-defense"":56,""speed"":97}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png
658,greninja,15,400,[water dark],[torrent protean],"{""attack"":95,""defense"":67,""hp"":72,""special-attack"":103,""special-defense"":71,""speed"":122}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png
659,bunnelby,4,50,[normal],[pickup cheek-pouch huge-power],"{""attack"":36,""defense"":38,""hp"":38,""special-attack"":32,""special-defense"":36,""speed"":57}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png
660,diggersby,10,424,[normal ground],[pickup cheek-pouch huge-power],"{""attack"":56,""defense"":77,""hp"":85,""special-attack"":50,""special-defense"":77,""speed"":78}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png
661,fletchling,3,17,[normal flying],[big-pecks gale-wings],"{""attack"":50,""defense"":43,""hp"":45,""special-attack"":40,""special-defense"":38,""speed"":62}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png
662,fletchinder,7,160,[fire flying],[flame-body gale-wings],"{""attack"":73,""defense"":55,""hp"":62,""special-attack"":56,""special-defense"":52,""speed"":84}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png
663,talonflame,12,245,[fire flying],[flame-body gale-wings],"{""attack"":81,""defense"":71,""hp"":78,""special-attack"":74,""special-defense"":69,""speed"":126}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png
664,scatterbug,3,25,[bug],[shield-dust compound-eyes friend-guard],"{""attack"":35,""defense"":40,""hp"":38,""special-attack"":27,""special-defense"":25,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png
665,spewpa,3,84,[bug],[shed-skin friend-guard],"{""attack"":22,""defense"":60,""hp"":45,""special-attack"":27,""special-defense"":30,""speed"":29}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png
666,vivillon,12,170,[bug flying],[shield-dust compound-eyes friend-guard],"{""attack"":52,""defense"":50,""hp"":80,""special-attack"":90,""special-defense"":50,""speed"":89}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png
667,litleo,6,135,[fire normal],[rivalry unnerve moxie],"{""attack"":50,""defense"":58,""hp"":62,""special-attack"":73,""special-defense"":54,""speed"":72}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png
668,pyroar,15,815,[fire normal],[rivalry unnerve moxie],"{""attack"":68,""defense"":72,""hp"":86,""special-attack"":109,""special-defense"":66,""speed"":106}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png
669,flabebe,1,1,[fairy],[flower-veil symbiosis],"{""attack"":38,""defense"":39,""hp"":44,""special-attack"":61,""special-defense"":79,""speed"":42}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png
670,floette,2,9,[fairy],[flower-veil symbiosis],"{""attack"":45,""defense"":47,""hp"":54,""special-attack"":75,""special-defense"":98,""speed"":52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png
671,florges,11,100,[fairy],[flower-veil symbiosis],"{""attack"":65,""defense"":68,""hp"":78,""special-attack"":112,""special-defense"":154,""speed"":75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png
672,skiddo,9,310,[grass],[sap-sipper grass-pelt],"{""attack"":65,""defense"":48,""hp"":66,""special-attack"":62,""special-defense"":57,""speed"":52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png
673,gogoat,17,910,[grass],[sap-sipper grass-pelt],"{""attack"":100,""defense"":62,""hp"":123,""special-attack"":97,""special-defense"":81,""speed"":68}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png
674,pancham,6,80,[fighting],[iron-fist mold-breaker scrappy],"{""attack"":82,""defense"":62,""hp"":67,""special-attack"":46,""special-defense"":48,""speed"":43}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png
675,pangoro,21,1360,[fighting dark],[iron-fist mold-breaker scrappy],"{""attack"":124,""defense"":78,""hp"":95,""special-attack"":69,""special-defense"":71,""speed"":58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/675.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png
676,furfrou,12,280,[normal],[fur-coat],"{""attack"":80,""defense"":60,""hp"":75,""special-attack"":65,""special-defense"":90,""speed"":102}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png
677,espurr,3,35,[psychic],[keen-eye infiltrator own-tempo],"{""attack"":48,""defense"":54,""hp"":62,""special-attack"":63,""special-defense"":60,""speed"":68}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/677.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png
678,meowstic-male,6,85,[psychic],[keen-eye infiltrator prankster],"{""attack"":48,""defense"":76,""hp"":74,""special-attack"":83,""special-defense"":81,""speed"":104}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png
679,honedge,8,20,[steel ghost],[no-guard],"{""attack"":80,""defense"":100,""hp"":45,""special-attack"":35,""special-defense"":37,""speed"":28}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png
680,doublade,8,45,[steel ghost],[no-guard],"{""attack"":110,""defense"":150,""hp"":59,""special-attack"":45,""special-defense"":49,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png
681,aegislash-shield,17,530,[steel ghost],[stance-change],"{""attack"":50,""defense"":140,""hp"":60,""special-attack"":50,""special-defense"":140,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png
682,spritzee,2,5,[fairy],[healer aroma-veil],"{""attack"":52,""defense"":60,""hp"":78,""special-attack"":63,""special-defense"":65,""speed"":23}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/682.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png
683,aromatisse,8,155,[fairy],[healer aroma-veil],"{""attack"":72,""defense"":72,""hp"":101,""special-attack"":99,""special-defense"":89,""speed"":29}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/683.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png
684,swirlix,4,35,[fairy],[sweet-veil unburden],"{""attack"":48,""defense"":66,""hp"":62,""special-attack"":59,""special-defense"":57,""speed"":49}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/684.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png
685,slurpuff,8,50,[fairy],[sweet-veil unburden],"{""attack"":80,""defense"":86,""hp"":82,""special-attack"":85,""special-defense"":75,""speed"":72}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/685.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png
686,inkay,4,35,[dark psychic],[contrary suction-cups infiltrator],"{""attack"":54,""defense"":53,""hp"":53,""special-attack"":37,""special-defense"":46,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/686.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png
687,malamar,15,470,[dark psychic],[contrary suction-cups infiltrator],"{""attack"":92,""defense"":88,""hp"":86,""special-attack"":68,""special-defense"":75,""speed"":73}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png
688,binacle,5,310,[rock water],[tough-claws sniper pickpocket],"{""attack"":52,""defense"":67,""hp"":42,""special-attack"":39,""special-defense"":56,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/688.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png
689,barbaracle,13,960,[rock water],[tough-claws sniper pickpocket],"{""attack"":105,""defense"":115,""hp"":72,""special-attack"":54,""special-defense"":86,""speed"":68}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png
690,skrelp,5,73,[poison water],[poison-point poison-touch adaptability],"{""attack"":60,""defense"":60,""hp"":50,""special-attack"":60,""special-defense"":60,""speed"":30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/690.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png
691,dragalge,18,815,[poison dragon],[poison-point poison-touch adaptability],"{""attack"":75,""defense"":90,""hp"":65,""special-attack"":97,""special-defense"":123,""speed"":44}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png
692,clauncher,5,83,[water],[mega-launcher],"{""attack"":53,""defense"":62,""hp"":50,""special-attack"":58,""special-defense"":63,""speed"":44}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/692.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png
693,clawitzer,13,353,[water],[mega-launcher],"{""attack"":73,""defense"":88,""hp"":71,""special-attack"":120,""special-defense"":89,""speed"":59}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png
694,helioptile,5,60,[electric normal],[dry-skin sand-veil solar-power],"{""attack"":38,""defense"":33,""hp"":44,""special-attack"":61,""special-defense"":43,""speed"":70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/694.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png
695,heliolisk,10,210,[electric normal],[dry-skin sand-veil solar-power],"{""attack"":55,""defense"":52,""hp"":62,""special-attack"":109,""special-defense"":94,""speed"":109}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png
696,tyrunt,8,260,[rock dragon],[strong-jaw sturdy],"{""attack"":89,""defense"":77,""hp"":58,""special-attack"":45,""special-defense"":45,""speed"":48}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png
697,tyrantrum,25,2700,[rock dragon],[strong-jaw rock-head],"{""attack"":121,""defense"":119,""hp"":82,""special-attack"":69,""special-defense"":59,""speed"":71}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png
698,amaura,13,252,[rock ice],[refrigerate snow-warning],"{""attack"":59,""defense"":50,""hp"":77,""special-attack"":67,""special-defense"":63,""speed"":46}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png
699,aurorus,27,2250,[rock ice],[refrigerate snow-warning],"{""attack"":77,""defense"":72,""hp"":123,""special-attack"":99,""special-defense"":92,""speed"":58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png
700,sylveon,10,235,[fairy],[cute-charm pixilate],"{""attack"":65,""defense"":65,""hp"":95,""special-attack"":110,""special-defense"":130,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png
701,hawlucha,8,215,[fighting flying],[limber unburden mold-breaker],"{""attack"":92,""defense"":75,""hp"":78,""special-attack"":74,""special-defense"":63,""speed"":118}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png
